transcript,gene,ref_transcript
MSTRG.56241.2,LRPAP1,ENST00000500728
MSTRG.56355.10,MRFAP1,ENST00000507420
MSTRG.56355.11,MRFAP1,ENST00000320912
MSTRG.56355.17,MRFAP1,ENST00000320912
MSTRG.56367.3,MRFAP1L1,ENST00000320848
MSTRG.56367.4,MRFAP1L1,ENST00000320848
MSTRG.56368.4,BLOC1S4,ENST00000320776
MSTRG.56391.7,TADA2B,ENST00000310074
MSTRG.56399.1,PSAPL1,ENST00000319098
MSTRG.56399.2,PSAPL1,ENST00000319098
MSTRG.56845.19,PACRGL,ENST00000295290
MSTRG.56881.4,SOD3,ENST00000382120
MSTRG.57099.10,PGM2,ENST00000381967
MSTRG.57128.3,TMEM156,ENST00000381938
MSTRG.57195.1,TMEM33,ENST00000504986
MSTRG.57453.2,USP46,ENST00000441222
MSTRG.57568.31,SRP72,ENST00000342756
MSTRG.57568.33,SRP72,ENST00000342756
MSTRG.57568.38,SRP72,ENST00000342756
MSTRG.57568.8,PAICS,ENST00000264221
MSTRG.57724.10,IGFBP7,ENST00000295666
MSTRG.57724.13,IGFBP7,ENST00000295666
MSTRG.57724.5,IGFBP7,ENST00000295666
MSTRG.57870.1,GRSF1,ENST00000254799
MSTRG.57963.1,EREG,ENST00000244869
MSTRG.58007.11,FAM47E,ENST00000502320
MSTRG.58007.8,FAM47E,ENST00000510197
MSTRG.58007.9,FAM47E,ENST00000424749
MSTRG.58045.18,SEPT11,ENST00000264893
MSTRG.58156.103,HNRNPD,ENST00000313899
MSTRG.58156.46,HNRNPD,ENST00000313899
MSTRG.58156.66,HNRNPD,ENST00000313899
MSTRG.58156.68,HNRNPD,ENST00000313899
MSTRG.58156.76,HNRNPD,ENST00000313899
MSTRG.58169.4,PLAC8,ENST00000311507
MSTRG.582.94,EFHD2,ENST00000375980
MSTRG.58221.21,HSD17B11,ENST00000358290
MSTRG.58470.1,LAMTOR3,ENST00000499666
MSTRG.58470.3,LAMTOR3,ENST00000499666
MSTRG.58470.7,LAMTOR3,ENST00000499666
MSTRG.58470.8,LAMTOR3,ENST00000499666
MSTRG.58470.9,LAMTOR3,ENST00000499666
MSTRG.58473.3,H2AFZ,ENST00000296417
MSTRG.58488.22,METAP1,ENST00000296411
MSTRG.58497.17,ADH5,ENST00000296412
MSTRG.58497.18,ADH5,ENST00000296412
MSTRG.58681.6,CCDC109B,ENST00000394650
MSTRG.58685.27,PLA2G12A,ENST00000243501
MSTRG.59003.12,ANXA5,ENST00000296511
MSTRG.59003.9,ANXA5,ENST00000296511
MSTRG.593.4,SZRD1,ENST00000401088
MSTRG.60113.18,CLCN3,ENST00000613795
MSTRG.60117.5,GALNT7,ENST00000265000
MSTRG.60190.10,HPGD,ENST00000296522
MSTRG.60190.14,HPGD,ENST00000296522
MSTRG.6040.11,PHLDA3,ENST00000485436
MSTRG.6040.12,PHLDA3,ENST00000485436
MSTRG.6040.16,PHLDA3,ENST00000485436
MSTRG.60405.27,FAM149A,ENST00000227065
MSTRG.6041.1,PHLDA3,ENST00000367309
MSTRG.60618.17,SDHA,ENST00000264932
MSTRG.60631.1,TPPP,ENST00000360578
MSTRG.60631.10,TPPP,ENST00000360578
MSTRG.60631.11,TPPP,ENST00000360578
MSTRG.60631.12,TPPP,ENST00000360578
MSTRG.60631.13,TPPP,ENST00000360578
MSTRG.60631.14,TPPP,ENST00000360578
MSTRG.60631.15,TPPP,ENST00000360578
MSTRG.60631.17,TPPP,ENST00000360578
MSTRG.60631.18,TPPP,ENST00000360578
MSTRG.60631.19,TPPP,ENST00000360578
MSTRG.60631.2,TPPP,ENST00000360578
MSTRG.60631.20,TPPP,ENST00000360578
MSTRG.60631.23,TPPP,ENST00000360578
MSTRG.60631.3,TPPP,ENST00000360578
MSTRG.60631.4,TPPP,ENST00000360578
MSTRG.60631.5,TPPP,ENST00000360578
MSTRG.60631.6,TPPP,ENST00000360578
MSTRG.60631.7,TPPP,ENST00000360578
MSTRG.60631.8,TPPP,ENST00000360578
MSTRG.60631.9,TPPP,ENST00000360578
MSTRG.6068.2,ARL8A,ENST00000272217
MSTRG.60691.1,SLC12A7,ENST00000264930
MSTRG.60691.23,SLC12A7,ENST00000264930
MSTRG.60694.200,BRD9,ENST00000466684
MSTRG.60694.64,BRD9,ENST00000489816
MSTRG.6075.7,TIMM17A,ENST00000367287
MSTRG.60849.10,SRD5A1,ENST00000274192
MSTRG.60849.13,SRD5A1,ENST00000274192
MSTRG.60952.3,DAP,ENST00000230895
MSTRG.6110.3,CHI3L1,ENST00000255409
MSTRG.6112.11,CHIT1,ENST00000491855
MSTRG.6122.6,FMOD,ENST00000354955
MSTRG.6135.3,PRELP,ENST00000343110
MSTRG.61639.14,DAB2,ENST00000320816
MSTRG.61648.8,C7,ENST00000313164
MSTRG.61710.3,HMGCS1,ENST00000325110
MSTRG.62204.2,PIK3R1,ENST00000521381
MSTRG.62212.2,MRPS36,ENST00000256441
MSTRG.62212.3,MRPS36,ENST00000256441
MSTRG.62212.5,MRPS36,ENST00000256441
MSTRG.62219.3,CCNB1,ENST00000256442
MSTRG.62219.6,CCNB1,ENST00000506572
MSTRG.62337.1,BTF3,ENST00000335895
MSTRG.62337.10,BTF3,ENST00000380591
MSTRG.62337.11,BTF3,ENST00000335895
MSTRG.62337.12,BTF3,ENST00000335895
MSTRG.62337.13,BTF3,ENST00000335895
MSTRG.62337.14,BTF3,ENST00000335895
MSTRG.62337.15,BTF3,ENST00000335895
MSTRG.62337.16,BTF3,ENST00000335895
MSTRG.62337.17,BTF3,ENST00000335895
MSTRG.62337.2,BTF3,ENST00000335895
MSTRG.62337.20,BTF3,ENST00000335895
MSTRG.62337.22,BTF3,ENST00000335895
MSTRG.62337.23,BTF3,ENST00000335895
MSTRG.62337.24,BTF3,ENST00000335895
MSTRG.62337.25,BTF3,ENST00000335895
MSTRG.62337.26,BTF3,ENST00000335895
MSTRG.62337.29,BTF3,ENST00000335895
MSTRG.62337.3,BTF3,ENST00000335895
MSTRG.62337.30,BTF3,ENST00000335895
MSTRG.62337.31,BTF3,ENST00000335895
MSTRG.62337.32,BTF3,ENST00000380591
MSTRG.62337.36,BTF3,ENST00000335895
MSTRG.62337.4,BTF3,ENST00000335895
MSTRG.62337.43,BTF3,ENST00000335895
MSTRG.62337.5,BTF3,ENST00000335895
MSTRG.62337.6,BTF3,ENST00000335895
MSTRG.62337.7,BTF3,ENST00000335895
MSTRG.62337.9,BTF3,ENST00000335895
MSTRG.6244.28,CDK18,ENST00000360066
MSTRG.62442.1,F2RL2,ENST00000296641
MSTRG.62463.28,WDR41,ENST00000296679
MSTRG.6247.6,NUCKS1,ENST00000367142
MSTRG.62571.2,SSBP2,ENST00000320672
MSTRG.62589.1,RPS23,ENST00000512493
MSTRG.6316.1,PIGR,ENST00000356495
MSTRG.63307.6,REEP5,ENST00000511865
MSTRG.63307.8,REEP5,ENST00000511865
MSTRG.63390.10,AP3S1,ENST00000395548
MSTRG.63398.3,YTHDC2,ENST00000161863
MSTRG.63532.10,TNFAIP8,ENST00000504771
MSTRG.63620.2,SNX2,ENST00000379516
MSTRG.6367.21,CD46,ENST00000367042
MSTRG.6369.25,CD34,ENST00000310833
MSTRG.6369.26,CD34,ENST00000310833
MSTRG.6369.27,CD34,ENST00000310833
MSTRG.63715.9,PHAX,ENST00000297540
MSTRG.63738.1,C5orf63,ENST00000296662
MSTRG.63738.10,C5orf63,ENST00000296662
MSTRG.63738.12,C5orf63,ENST00000508527
MSTRG.63738.13,C5orf63,ENST00000508527
MSTRG.63915.22,VDAC1,ENST00000265333
MSTRG.63915.6,VDAC1,ENST00000395047
MSTRG.63928.5,SKP1,ENST00000353411
MSTRG.63928.6,SKP1,ENST00000522855
MSTRG.63928.7,SKP1,ENST00000522855
MSTRG.63937.10,UBE2B,ENST00000265339
MSTRG.63963.1,CXCL14,ENST00000337225
MSTRG.63963.2,CXCL14,ENST00000337225
MSTRG.63963.3,CXCL14,ENST00000337225
MSTRG.63963.4,CXCL14,ENST00000337225
MSTRG.63963.5,CXCL14,ENST00000337225
MSTRG.63992.2,TXNDC15,ENST00000358387
MSTRG.63992.5,TXNDC15,ENST00000358387
MSTRG.640.4,SDHB,ENST00000375499
MSTRG.64047.19,HNRNPA0,ENST00000314940
MSTRG.64047.9,HNRNPA0,ENST00000314940
MSTRG.64130.1,HBEGF,ENST00000230990
MSTRG.64130.5,HBEGF,ENST00000230990
MSTRG.64132.5,PAIP2,ENST00000265192
MSTRG.64200.14,NDUFA2,ENST00000252102
MSTRG.64200.16,NDUFA2,ENST00000252102
MSTRG.64203.4,HARS,ENST00000307633
MSTRG.64220.22,PCDH1,ENST00000394536
MSTRG.64331.16,RNF14,ENST00000394520
MSTRG.64331.8,RNF14,ENST00000394520
MSTRG.64357.3,DPYSL3,ENST00000398514
MSTRG.64357.8,DPYSL3,ENST00000343218
MSTRG.64406.18,SH3TC2,ENST00000323829
MSTRG.64445.1,CSNK1A1,ENST00000261798
MSTRG.64445.26,CSNK1A1,ENST00000261798
MSTRG.64464.1,SLC35A4,ENST00000323146
MSTRG.64464.8,SLC35A4,ENST00000514199
MSTRG.64955.2,ATP6V0E1,ENST00000519374
MSTRG.64955.4,ATP6V0E1,ENST00000519374
MSTRG.64955.5,ATP6V0E1,ENST00000519374
MSTRG.65032.8,DRD1,ENST00000393752
MSTRG.65074.12,CLTB,ENST00000310418
MSTRG.65115.1,TMED9,ENST00000332598
MSTRG.65115.2,TMED9,ENST00000332598
MSTRG.65115.3,TMED9,ENST00000332598
MSTRG.65115.5,TMED9,ENST00000332598
MSTRG.65135.10,N4BP3,ENST00000274605
MSTRG.65135.3,N4BP3,ENST00000274605
MSTRG.65135.5,N4BP3,ENST00000274605
MSTRG.65135.8,N4BP3,ENST00000274605
MSTRG.65135.9,N4BP3,ENST00000274605
MSTRG.65213.22,CANX,ENST00000452673
MSTRG.65278.31,MGAT1,ENST00000307826
MSTRG.65278.38,MGAT1,ENST00000446023
MSTRG.65310.9,RACK1,ENST00000376817
MSTRG.6536.9,FLVCR1,ENST00000366971
MSTRG.65419.23,SERPINB1,ENST00000380739
MSTRG.65419.3,SERPINB1,ENST00000380739
MSTRG.65430.20,NQO2,ENST00000380455
MSTRG.65611.19,RIOK1,ENST00000379834
MSTRG.65771.20,MCUR1,ENST00000379170
MSTRG.65974.13,TPMT,ENST00000309983
MSTRG.65974.15,TPMT,ENST00000309983
MSTRG.65976.16,DEK,ENST00000505224
MSTRG.660.8,NECAP2,ENST00000337132
MSTRG.66015.11,SOX4,ENST00000244745
MSTRG.66200.7,HIST1H3E,ENST00000634733
MSTRG.66231.2,BTN2A1,ENST00000429381
MSTRG.66472.36,IER3,ENST00000259874
MSTRG.66476.30,DDR1,ENST00000324771
MSTRG.66476.40,DDR1,ENST00000324771
MSTRG.66476.54,DDR1,ENST00000324771
MSTRG.66476.55,DDR1,ENST00000324771
MSTRG.66482.7,MUC21,ENST00000376296
MSTRG.66502.21,NRM,ENST00000376421
MSTRG.66506.2,TUBB,ENST00000327892
MSTRG.66517.6,CCHCR1,ENST00000376266
MSTRG.66557.25,DDX39B,ENST00000396172
MSTRG.66567.1,LY6G5C,ENST00000375863
MSTRG.66626.121,C6orf47,ENST00000375911
MSTRG.66653.28,HLA-DQA2,ENST00000374940
MSTRG.66665.10,TAP1,ENST00000354258
MSTRG.66680.3,HLA-DPB1,ENST00000418931
MSTRG.66732.2,ZBTB12,ENST00000375527
MSTRG.66760.2,NUDT3,ENST00000607016
MSTRG.66775.2,C6orf106,ENST00000374023
MSTRG.66801.25,PPARD,ENST00000311565
MSTRG.66801.27,PPARD,ENST00000311565
MSTRG.66856.11,SRSF3,ENST00000373715
MSTRG.66856.2,SRSF3,ENST00000373715
MSTRG.66856.8,SRSF3,ENST00000373715
MSTRG.66864.12,CDKN1A,ENST00000373711
MSTRG.66864.24,CDKN1A,ENST00000244741
MSTRG.66869.10,C6orf89,ENST00000355190
MSTRG.66869.16,C6orf89,ENST00000480824
MSTRG.66869.3,C6orf89,ENST00000355190
MSTRG.66869.4,C6orf89,ENST00000355190
MSTRG.66869.6,C6orf89,ENST00000480824
MSTRG.66904.13,PIM1,ENST00000373509
MSTRG.66904.14,PIM1,ENST00000373509
MSTRG.66904.7,PIM1,ENST00000373509
MSTRG.66908.11,RNF8,ENST00000373479
MSTRG.66940.10,ZFAND3,ENST00000287218
MSTRG.66940.5,ZFAND3,ENST00000287218
MSTRG.66965.5,GLO1,ENST00000373365
MSTRG.67107.11,CCND3,ENST00000372991
MSTRG.67304.10,C6orf141,ENST00000371194
MSTRG.67304.11,C6orf141,ENST00000371194
MSTRG.67304.13,C6orf141,ENST00000371194
MSTRG.67304.6,C6orf141,ENST00000371194
MSTRG.67304.8,C6orf141,ENST00000371194
MSTRG.67304.9,C6orf141,ENST00000371194
MSTRG.67547.11,PTP4A1,ENST00000370651
MSTRG.67547.7,PTP4A1,ENST00000370651
MSTRG.67733.6,SLC17A5,ENST00000355773
MSTRG.67739.15,COX7A2,ENST00000370089
MSTRG.67916.7,ME1,ENST00000369705
MSTRG.67929.4,CYB5R4,ENST00000369681
MSTRG.68218.19,MAP3K7,ENST00000369329
MSTRG.68218.9,MAP3K7,ENST00000369329
MSTRG.685.4,KLHDC7A,ENST00000400664
MSTRG.68520.4,CD24,ENST00000619133
MSTRG.68532.2,BEND3,ENST00000429433
MSTRG.68550.4,AIM1,ENST00000633556
MSTRG.68566.11,OSTM1,ENST00000193322
MSTRG.68566.9,OSTM1,ENST00000193322
MSTRG.68713.9,TRAF3IP2,ENST00000340026
MSTRG.68799.17,HDAC2,ENST00000368632
MSTRG.68799.21,HDAC2,ENST00000368632
MSTRG.68799.35,HDAC2,ENST00000368632
MSTRG.68799.39,HDAC2,ENST00000368632
MSTRG.68799.46,HDAC2,ENST00000368632
MSTRG.68824.3,TSPYL4,ENST00000420283
MSTRG.68935.3,GJA1,ENST00000282561
MSTRG.68935.5,GJA1,ENST00000282561
MSTRG.68935.6,GJA1,ENST00000282561
MSTRG.69019.11,TRMT11,ENST00000334379
MSTRG.69145.1,STX7,ENST00000367941
MSTRG.69145.5,STX7,ENST00000367941
MSTRG.69145.7,STX7,ENST00000367941
MSTRG.69145.8,STX7,ENST00000367937
MSTRG.69201.1,SGK1,ENST00000413996
MSTRG.69305.6,PERP,ENST00000421351
MSTRG.69330.2,HEBP2,ENST00000607197
MSTRG.69457.1,SF3B5,ENST00000367569
MSTRG.69457.10,SF3B5,ENST00000367569
MSTRG.69591.1,ULBP3,ENST00000367339
MSTRG.6971.5,ARF1,ENST00000478424
MSTRG.6971.8,ARF1,ENST00000541182
MSTRG.69819.3,RSPH3,ENST00000367069
MSTRG.69965.13,SOD2,ENST00000367055
MSTRG.69965.23,SOD2,ENST00000367055
MSTRG.6997.1,HIST3H2BB,ENST00000620438
MSTRG.69979.1,IGF2R,ENST00000356956
MSTRG.69979.2,IGF2R,ENST00000356956
MSTRG.69979.4,IGF2R,ENST00000356956
MSTRG.70039.1,FGFR1OP,ENST00000366847
MSTRG.70039.11,FGFR1OP,ENST00000366847
MSTRG.70039.13,FGFR1OP,ENST00000366847
MSTRG.70039.15,FGFR1OP,ENST00000366847
MSTRG.70039.18,FGFR1OP,ENST00000366847
MSTRG.70039.19,FGFR1OP,ENST00000366847
MSTRG.70039.20,FGFR1OP,ENST00000366847
MSTRG.70039.5,FGFR1OP,ENST00000366847
MSTRG.70039.8,FGFR1OP,ENST00000366847
MSTRG.7005.5,RNF187,ENST00000305943
MSTRG.70050.4,SMOC2,ENST00000356284
MSTRG.70225.4,MAFK,ENST00000403150
MSTRG.70233.1,CHST12,ENST00000258711
MSTRG.70233.10,CHST12,ENST00000258711
MSTRG.70233.11,CHST12,ENST00000258711
MSTRG.70233.13,CHST12,ENST00000258711
MSTRG.70233.14,CHST12,ENST00000258711
MSTRG.70233.17,CHST12,ENST00000258711
MSTRG.70233.20,CHST12,ENST00000258711
MSTRG.70233.4,CHST12,ENST00000258711
MSTRG.70233.5,CHST12,ENST00000258711
MSTRG.70233.6,CHST12,ENST00000258711
MSTRG.70233.7,CHST12,ENST00000258711
MSTRG.70239.2,TTYH3,ENST00000258796
MSTRG.70334.50,GET4,ENST00000265857
MSTRG.70397.14,KDELR2,ENST00000258739
MSTRG.70397.17,KDELR2,ENST00000258739
MSTRG.70413.3,AIMP2,ENST00000223029
MSTRG.70533.3,NDUFA4,ENST00000339600
MSTRG.70790.10,KLHL7,ENST00000322275
MSTRG.70790.3,KLHL7,ENST00000322275
MSTRG.70819.12,TRA2A,ENST00000392502
MSTRG.70819.14,TRA2A,ENST00000392502
MSTRG.70821.10,FAM221A,ENST00000462546
MSTRG.71001.1,MTURN,ENST00000324453
MSTRG.71048.35,AQP1,ENST00000311813
MSTRG.71048.37,AQP1,ENST00000311813
MSTRG.71048.39,AQP1,ENST00000311813
MSTRG.71048.40,AQP1,ENST00000311813
MSTRG.71305.3,MPLKIP,ENST00000306984
MSTRG.71305.4,MPLKIP,ENST00000306984
MSTRG.71341.15,PSMA2,ENST00000436986
MSTRG.71341.22,PSMA2,ENST00000436986
MSTRG.71341.23,PSMA2,ENST00000436986
MSTRG.71341.24,PSMA2,ENST00000436986
MSTRG.71341.25,PSMA2,ENST00000436986
MSTRG.71364.24,COA1,ENST00000223336
MSTRG.71364.31,COA1,ENST00000223336
MSTRG.71364.32,COA1,ENST00000223336
MSTRG.71364.33,COA1,ENST00000223336
MSTRG.71364.57,COA1,ENST00000223336
MSTRG.71364.58,COA1,ENST00000223336
MSTRG.71364.61,COA1,ENST00000223336
MSTRG.71364.63,COA1,ENST00000223336
MSTRG.71364.64,COA1,ENST00000223336
MSTRG.71364.65,COA1,ENST00000223336
MSTRG.71364.67,COA1,ENST00000223336
MSTRG.71364.70,COA1,ENST00000223336
MSTRG.71364.72,COA1,ENST00000223336
MSTRG.714.12,PLA2G2F,ENST00000375102
MSTRG.714.14,PLA2G2F,ENST00000375102
MSTRG.714.24,PLA2G2F,ENST00000375102
MSTRG.714.4,PLA2G2F,ENST00000375102
MSTRG.714.9,PLA2G2F,ENST00000375102
MSTRG.71406.29,TMED4,ENST00000457408
MSTRG.71545.11,HUS1,ENST00000258774
MSTRG.71545.12,HUS1,ENST00000258774
MSTRG.71545.38,HUS1,ENST00000258774
MSTRG.71545.4,HUS1,ENST00000258774
MSTRG.71545.41,HUS1,ENST00000258774
MSTRG.71545.48,HUS1,ENST00000258774
MSTRG.71545.52,HUS1,ENST00000458191
MSTRG.71545.53,HUS1,ENST00000258774
MSTRG.71545.9,HUS1,ENST00000258774
MSTRG.71563.50,UPP1,ENST00000331803
MSTRG.71730.7,LANCL2,ENST00000254770
MSTRG.71745.4,EGFR,ENST00000275493
MSTRG.71745.5,EGFR,ENST00000275493
MSTRG.71900.10,CHCHD2,ENST00000395422
MSTRG.71900.2,CHCHD2,ENST00000395422
MSTRG.71900.6,CHCHD2,ENST00000395422
MSTRG.72160.10,BAZ1B,ENST00000339594
MSTRG.72160.21,BAZ1B,ENST00000339594
MSTRG.72197.9,WBSCR22,ENST00000265758
MSTRG.72214.19,CLDN4,ENST00000340958
MSTRG.72214.20,CLDN4,ENST00000340958
MSTRG.72219.2,LIMK1,ENST00000336180
MSTRG.7230.4,TOMM20,ENST00000366607
MSTRG.72308.18,HSPB1,ENST00000248553
MSTRG.72311.6,YWHAG,ENST00000307630
MSTRG.72311.7,YWHAG,ENST00000307630
MSTRG.72323.14,RHBDD2,ENST00000318622
MSTRG.72327.18,POR,ENST00000394893
MSTRG.72331.1,MDH2,ENST00000315758
MSTRG.72331.12,MDH2,ENST00000315758
MSTRG.72331.14,MDH2,ENST00000315758
MSTRG.72331.15,MDH2,ENST00000315758
MSTRG.72331.18,MDH2,ENST00000315758
MSTRG.72331.19,MDH2,ENST00000315758
MSTRG.72331.22,MDH2,ENST00000315758
MSTRG.72331.23,MDH2,ENST00000315758
MSTRG.72331.27,MDH2,ENST00000315758
MSTRG.72331.30,MDH2,ENST00000315758
MSTRG.7234.2,NTPCR,ENST00000366628
MSTRG.72806.111,ARPC1B,ENST00000451682
MSTRG.72806.88,ARPC1B,ENST00000252725
MSTRG.72806.97,ARPC1B,ENST00000252725
MSTRG.72836.11,MOSPD3,ENST00000379527
MSTRG.72855.2,GNB2,ENST00000303210
MSTRG.72855.21,GNB2,ENST00000303210
MSTRG.72855.26,GNB2,ENST00000303210
MSTRG.72855.9,GNB2,ENST00000303210
MSTRG.72876.9,SERPINE1,ENST00000223095
MSTRG.72889.6,ZNHIT1,ENST00000305105
MSTRG.72920.6,COPS6,ENST00000303904
MSTRG.72920.7,COPS6,ENST00000303904
MSTRG.72975.18,SYPL1,ENST00000455385
MSTRG.72996.1,CCDC71L,ENST00000315965
MSTRG.73020.9,HBP1,ENST00000468410
MSTRG.73039.2,DNAJB9,ENST00000249356
MSTRG.73054.14,DLD,ENST00000205402
MSTRG.73235.101,ORAI2,ENST00000611770
MSTRG.73235.105,ORAI2,ENST00000611770
MSTRG.73235.106,ORAI2,ENST00000611770
MSTRG.73235.108,ORAI2,ENST00000356387
MSTRG.73235.109,ORAI2,ENST00000356387
MSTRG.73235.112,ORAI2,ENST00000356387
MSTRG.73235.113,ORAI2,ENST00000356387
MSTRG.73235.114,ORAI2,ENST00000356387
MSTRG.73235.115,ORAI2,ENST00000356387
MSTRG.73235.117,ORAI2,ENST00000356387
MSTRG.73235.118,ORAI2,ENST00000611770
MSTRG.73235.120,ORAI2,ENST00000611770
MSTRG.73235.121,ORAI2,ENST00000611770
MSTRG.73235.122,ORAI2,ENST00000356387
MSTRG.73235.123,ORAI2,ENST00000356387
MSTRG.73235.124,ORAI2,ENST00000356387
MSTRG.73235.125,ORAI2,ENST00000611770
MSTRG.73235.126,ORAI2,ENST00000356387
MSTRG.73235.127,ORAI2,ENST00000356387
MSTRG.73235.134,ORAI2,ENST00000356387
MSTRG.73235.135,ORAI2,ENST00000611770
MSTRG.73235.137,ORAI2,ENST00000611770
MSTRG.73235.138,ORAI2,ENST00000356387
MSTRG.73235.139,ORAI2,ENST00000356387
MSTRG.73235.141,ORAI2,ENST00000611770
MSTRG.73235.142,ORAI2,ENST00000403646
MSTRG.73235.143,ORAI2,ENST00000356387
MSTRG.73269.15,PMPCB,ENST00000249269
MSTRG.73368.17,FAM3C,ENST00000359943
MSTRG.734.4,PINK1,ENST00000321556
MSTRG.73563.2,UBE2H,ENST00000355621
MSTRG.73604.5,ATP6V1F,ENST00000492758
MSTRG.73671.2,BPGM,ENST00000393132
MSTRG.73690.3,MTPN,ENST00000393085
MSTRG.73703.22,WDR91,ENST00000354475
MSTRG.73703.40,WDR91,ENST00000354475
MSTRG.73833.14,TBXAS1,ENST00000263552
MSTRG.73838.10,SLC37A3,ENST00000326232
MSTRG.73838.5,SLC37A3,ENST00000326232
MSTRG.73853.12,MKRN1,ENST00000255977
MSTRG.73853.26,MKRN1,ENST00000255977
MSTRG.73853.27,MKRN1,ENST00000255977
MSTRG.73853.29,MKRN1,ENST00000255977
MSTRG.73853.3,MKRN1,ENST00000255977
MSTRG.73853.36,MKRN1,ENST00000255977
MSTRG.73853.55,MKRN1,ENST00000255977
MSTRG.73873.10,MRPS33,ENST00000484502
MSTRG.73873.19,MRPS33,ENST00000324787
MSTRG.74031.8,GSTK1,ENST00000358406
MSTRG.7409.10,HEATR1,ENST00000366582
MSTRG.7409.11,HEATR1,ENST00000366582
MSTRG.7409.3,HEATR1,ENST00000366579
MSTRG.74160.2,EPHA1,ENST00000275815
MSTRG.74244.14,ATP6V0E2,ENST00000425642
MSTRG.74244.15,ATP6V0E2,ENST00000471877
MSTRG.74244.18,ATP6V0E2,ENST00000471877
MSTRG.74244.21,ATP6V0E2,ENST00000471877
MSTRG.74244.7,ATP6V0E2,ENST00000471877
MSTRG.74244.8,ATP6V0E2,ENST00000471877
MSTRG.74244.9,ATP6V0E2,ENST00000421974
MSTRG.74249.43,REPIN1,ENST00000475514
MSTRG.74506.28,LMBR1,ENST00000353442
MSTRG.74506.57,LMBR1,ENST00000353442
MSTRG.74560.10,ABCB8,ENST00000297504
MSTRG.74560.8,ABCB8,ENST00000297504
MSTRG.7465.12,EFCAB2,ENST00000366522
MSTRG.74783.2,CLDN23,ENST00000519106
MSTRG.74783.3,CLDN23,ENST00000519106
MSTRG.74874.11,CLN8,ENST00000331222
MSTRG.74874.13,CLN8,ENST00000635970
MSTRG.74874.14,CLN8,ENST00000635970
MSTRG.74874.15,CLN8,ENST00000635970
MSTRG.74874.16,CLN8,ENST00000635970
MSTRG.74874.17,CLN8,ENST00000635970
MSTRG.74874.18,CLN8,ENST00000331222
MSTRG.74874.20,CLN8,ENST00000635970
MSTRG.74874.21,CLN8,ENST00000635970
MSTRG.74874.23,CLN8,ENST00000635970
MSTRG.74874.27,CLN8,ENST00000331222
MSTRG.74874.7,CLN8,ENST00000635970
MSTRG.74874.9,CLN8,ENST00000331222
MSTRG.75.14,UBE2J2,ENST00000347370
MSTRG.75142.3,STC1,ENST00000290271
MSTRG.75240.7,SCARA3,ENST00000301904
MSTRG.75317.8,DUSP4,ENST00000240100
MSTRG.75392.7,GTF2E2,ENST00000355904
MSTRG.75604.21,ERLIN2,ENST00000276461
MSTRG.75688.1,C8orf4,ENST00000315792
MSTRG.75776.6,ADAM9,ENST00000487273
MSTRG.75796.3,SMIM19,ENST00000414154
MSTRG.75881.3,UBE2V2,ENST00000523111
MSTRG.76095.13,TCEA1,ENST00000521604
MSTRG.76136.6,CHCHD7,ENST00000303759
MSTRG.76136.7,CHCHD7,ENST00000355315
MSTRG.7615.14,ZMYND11,ENST00000381607
MSTRG.76764.3,FABP5,ENST00000297258
MSTRG.76764.4,FABP5,ENST00000297258
MSTRG.76764.6,FABP5,ENST00000297258
MSTRG.76764.7,FABP5,ENST00000297258
MSTRG.76913.5,CA2,ENST00000285379
MSTRG.76990.16,MCM4,ENST00000262105
MSTRG.77173.1,TSPYL5,ENST00000322128
MSTRG.77173.2,TSPYL5,ENST00000322128
MSTRG.77224.4,MATN2,ENST00000254898
MSTRG.7732.2,KLF6,ENST00000497571
MSTRG.77331.1,ZNF706,ENST00000311212
MSTRG.77349.10,GRHL2,ENST00000251808
MSTRG.77390.5,ATP6V1C1,ENST00000518738
MSTRG.77569.10,COX6C,ENST00000297564
MSTRG.77569.11,COX6C,ENST00000297564
MSTRG.77569.3,COX6C,ENST00000520517
MSTRG.77569.8,COX6C,ENST00000297564
MSTRG.77734.1,EXT1,ENST00000378204
MSTRG.77734.10,EXT1,ENST00000378204
MSTRG.77734.7,EXT1,ENST00000378204
MSTRG.77845.7,FBXO32,ENST00000517956
MSTRG.77845.8,FBXO32,ENST00000517956
MSTRG.77845.9,FBXO32,ENST00000517956
MSTRG.77877.5,TMEM65,ENST00000297632
MSTRG.7793.2,CALML3,ENST00000315238
MSTRG.78126.16,NDRG1,ENST00000323851
MSTRG.78126.9,NDRG1,ENST00000323851
MSTRG.7816.18,GDI2,ENST00000380191
MSTRG.78263.6,LY6K,ENST00000292430
MSTRG.78263.7,LY6K,ENST00000522591
MSTRG.78268.15,THEM6,ENST00000520217
MSTRG.78277.15,PSCA,ENST00000301258
MSTRG.78302.54,LY6E,ENST00000520466
MSTRG.78323.14,ZFP41,ENST00000330701
MSTRG.78323.19,ZFP41,ENST00000330701
MSTRG.78323.20,ZFP41,ENST00000330701
MSTRG.78323.21,ZFP41,ENST00000330701
MSTRG.78323.5,ZFP41,ENST00000330701
MSTRG.78323.7,ZFP41,ENST00000330701
MSTRG.78323.9,ZFP41,ENST00000330701
MSTRG.78437.6,C8orf33,ENST00000331434
MSTRG.78556.1,PLPP6,ENST00000381883
MSTRG.78556.2,PLPP6,ENST00000381883
