transcript,gene
ENST00000557289,POMT2
ENST00000557298,IL11RA
ENST00000557313,EML1
ENST00000557314,TEP1
ENST00000557316,GALC
ENST00000557323,GPX2
ENST00000557324,FKBP3
ENST00000557331,RDH11
ENST00000557341,SNX6
ENST00000557345,ABHD12B
ENST00000557347,WARS
ENST00000557348,SHMT2
ENST00000557349,TVP23C-CDRT4
ENST00000557353,NDRG2
ENST00000557395,RP11-411B6.6
ENST00000557410,SV2B
ENST00000557415,PRMT5
ENST00000557423,FAM179B
ENST00000557433,SHMT2
ENST00000557434,LGMN
ENST00000557439,XRCC3
ENST00000557442,HNRNPC
ENST00000557447,RHOJ
ENST00000557450,KLC1
ENST00000557453,LRRC74A
ENST00000557477,PRPF39
ENST00000557482,AP1G2
ENST00000557487,SHMT2
ENST00000557490,TUBB3
ENST00000557517,PSMC6
ENST00000557534,PPP2R5C
ENST00000557550,METTL17
ENST00000557553,C14orf166
ENST00000557562,FERMT2
ENST00000557565,RP11-561B11.2
ENST00000557567,SPATA7
ENST00000557570,FBLN5
ENST00000557584,COQ6
ENST00000557587,PPP1R13B
ENST00000557592,APEX1
ENST00000557609,LGMN
ENST00000557616,NDRG2
ENST00000557619,AP1G2
ENST00000557643,ARHGAP5
ENST00000557652,SUPT16H
ENST00000557654,GPHN
ENST00000557655,MYO15A
ENST00000557659,CNIH1
ENST00000557685,EFCAB11
ENST00000557686,KLC1
ENST00000557710,WDR25
ENST00000557713,SCFD1
ENST00000557718,FOXN3
ENST00000557724,SPATA7
ENST00000557752,RP11-463C8.4
ENST00000557754,TOMM20L
ENST00000557755,CGRRF1
ENST00000557782,TDP1
ENST00000557796,MEIS2
ENST00000557797,SHC4
ENST00000557802,DCAF11
ENST00000557805,RCN2
ENST00000557818,CIB2
ENST00000557837,DET1
ENST00000557840,NUSAP1
ENST00000557842,DET1
ENST00000557843,TCF12
ENST00000557849,INO80
ENST00000557864,TERB2
ENST00000557875,RASGRP1
ENST00000557884,USP3
ENST00000557888,DCAF11
ENST00000557901,B2M
ENST00000557916,SMAD6
ENST00000557917,CIB2
ENST00000557919,TLE3
ENST00000557924,SLTM
ENST00000557930,NIPA1
ENST00000557935,ACSBG1
ENST00000557945,CASC4
ENST00000557955,ATP8B4
ENST00000557960,IDH3A
ENST00000557968,DTWD1
ENST00000557978,PBX4
ENST00000557985,C9orf69
ENST00000557988,DTWD1
ENST00000557999,AP3S2
ENST00000558001,PIGH
ENST00000558002,ZNF280D
ENST00000558008,KIAA0101
ENST00000558018,MFGE8
ENST00000558030,RHCG
ENST00000558032,LRRC49
ENST00000558033,ALDH1A3
ENST00000558046,IPO4
ENST00000558058,PPP1R3E
ENST00000558064,DAPK2
ENST00000558067,ZNF280D
ENST00000558083,TEX9
ENST00000558084,KMT2C
ENST00000558090,HOMER2
ENST00000558102,EMC4
ENST00000558112,PSME1
ENST00000558118,GATM
ENST00000558119,RAB8B
ENST00000558127,TEX9
ENST00000558131,RPL28
ENST00000558155,SPG11
ENST00000558157,USP3
ENST00000558161,MAN2A2
ENST00000558181,ICE2
ENST00000558184,RHCG
ENST00000558198,PIGH
ENST00000558204,LRRC49
ENST00000558205,EMC4
ENST00000558222,PBX4
ENST00000558264,TPM1
ENST00000558273,PSME2
ENST00000558306,NTRK3
ENST00000558324,HERC1
ENST00000558340,DHRS1
ENST00000558346,KIF23
ENST00000558347,TPM1
ENST00000558353,EIF3J
ENST00000558357,INO80
ENST00000558360,RHCG
ENST00000558376,RABGGTA
ENST00000558384,ALDH1A2
ENST00000558397,RPS17
ENST00000558401,B2M
ENST00000558439,AP4E1
ENST00000558458,ATP8B4
ENST00000558460,MTFMT
ENST00000558466,SNX22
ENST00000558468,RP11-468E2.4
ENST00000558471,LRRC28
ENST00000558472,DUT
ENST00000558481,PATL2
ENST00000558503,ANXA2
ENST00000558509,IDH3A
ENST00000558519,GNB5
ENST00000558521,WDR73
ENST00000558525,IREB2
ENST00000558533,TARSL2
ENST00000558544,TPM1
ENST00000558555,MEIS3
ENST00000558570,IREB2
ENST00000558571,MYO1E
ENST00000558594,FAM227B
ENST00000558654,ICE2
ENST00000558656,ISL2
ENST00000558658,BUB1B-PAK6
ENST00000558677,TM2D3
ENST00000558700,TRAF3
ENST00000558706,DCAF11
ENST00000558715,BUB1B
ENST00000558735,CASC4
ENST00000558756,SLTM
ENST00000558759,IQCH
ENST00000558760,GMPR2
ENST00000558764,CINP
ENST00000558768,TRPM1
ENST00000558770,HAPLN3
ENST00000558775,GALK2
ENST00000558777,RMDN3
ENST00000558780,IPO4
ENST00000558783,CTD-2116N17.1
ENST00000558789,SORD
ENST00000558794,FURIN
ENST00000558795,CPNE6
ENST00000558802,UBAP1L
ENST00000558806,AP3S2
ENST00000558813,DUT
ENST00000558820,TRIP4
ENST00000558855,VPS18
ENST00000558857,IL16
ENST00000558902,MYO5C
ENST00000558906,ATP8B4
ENST00000558907,RNF31
ENST00000558914,DCAF11
ENST00000558933,IDH3A
ENST00000558956,GALK2
ENST00000558960,ADAMTS17
ENST00000558978,DUT
ENST00000558990,RAB8B
ENST00000558999,AP3S2
ENST00000559007,DAPK2
ENST00000559013,DUOXA1
ENST00000559024,TM2D3
ENST00000559035,HMG20A
ENST00000559046,NUSAP1
ENST00000559073,CD276
ENST00000559083,KNSTRN
ENST00000559085,MEIS2
ENST00000559086,PDE8A
ENST00000559098,ZNF839
ENST00000559102,GMPR2
ENST00000559105,USP50
ENST00000559106,IDH3A
ENST00000559107,TM2D3
ENST00000559127,NDUFAF1
ENST00000559133,FBN1
ENST00000559137,TERB2
ENST00000559138,MOK
ENST00000559145,RORA
ENST00000559152,CLPX
ENST00000559153,C15orf57
ENST00000559168,PLEKHH1
ENST00000559178,WDR73
ENST00000559192,USP3
ENST00000559201,LRRC49
ENST00000559208,GALK2
ENST00000559215,IREB2
ENST00000559222,CASC4
ENST00000559224,WDR73
ENST00000559230,SORD
ENST00000559238,DNAJC17
ENST00000559242,USP8
ENST00000559253,IPO4
ENST00000559257,USP3
ENST00000559261,SLTM
ENST00000559262,MAP2K5
ENST00000559272,KIAA1024
ENST00000559280,KIAA0101
ENST00000559287,GMPR2
ENST00000559291,C15orf57
ENST00000559300,SEMA4B
ENST00000559304,KNSTRN
ENST00000559305,SLTM
ENST00000559309,SNRPA1
ENST00000559310,DNAJC17
ENST00000559314,PPP1R3E
ENST00000559324,ARSD
ENST00000559340,LDLR
ENST00000559355,FES
ENST00000559361,PSEN1
ENST00000559369,DAOA
ENST00000559389,SNX1
ENST00000559403,TERB1
ENST00000559406,TNFAIP2
ENST00000559416,DUT
ENST00000559423,GALK2
ENST00000559433,LRRC28
ENST00000559435,BUB1B-PAK6
ENST00000559448,NIPA1
ENST00000559449,RNF31
ENST00000559451,DCAF11
ENST00000559459,MYO5C
ENST00000559479,GMPR2
ENST00000559498,DMXL2
ENST00000559503,PCK2
ENST00000559504,CINP
ENST00000559514,CINP
ENST00000559523,SLC12A6
ENST00000559537,MESDC2
ENST00000559538,MRPL46
ENST00000559547,FSIP1
ENST00000559568,IQCH
ENST00000559584,PCK2
ENST00000559607,ZNF592
ENST00000559618,PLCB2
ENST00000559627,PTGS2
ENST00000559652,BTBD1
ENST00000559658,CHRNA3
ENST00000559661,EXOC3L4
ENST00000559663,CDK12
ENST00000559664,SLC12A6
ENST00000559670,LRRC49
ENST00000559703,TCF12
ENST00000559704,MAN2A2
ENST00000559705,FAM96A
ENST00000559707,ACSBG1
ENST00000559710,TCF12
ENST00000559724,BLM
ENST00000559726,ATP8B4
ENST00000559733,BUB1B
ENST00000559742,PDE8A
ENST00000559750,PSTPIP1
ENST00000559754,SPG11
ENST00000559785,PSTPIP1
ENST00000559803,IDH3A
ENST00000559805,PARP16
ENST00000559815,TYRO3
ENST00000559822,SPG11
ENST00000559831,TPM1
ENST00000559847,RFX7
ENST00000559848,WDR61
ENST00000559849,CHRNB4
ENST00000559851,TYRO3
ENST00000559865,IDH3A
ENST00000559873,USP3
ENST00000559883,GALK2
ENST00000559889,IDH3A
ENST00000559924,SLC28A2
ENST00000559927,RAB8B
ENST00000559931,SMAD6
ENST00000559942,PPP1R3E
ENST00000559963,GALK2
ENST00000559971,APH1B
ENST00000559973,ETFA
ENST00000559974,RABGGTA
ENST00000559995,INO80
ENST00000560002,ZNF280D
ENST00000560013,TM2D3
ENST00000560014,ANXA2
ENST00000560028,ANPEP
ENST00000560030,ANPEP
ENST00000560038,ZNF774
ENST00000560044,ETFA
ENST00000560061,IDH2
ENST00000560065,DNAJC17
ENST00000560076,DCP1A
ENST00000560081,RHCG
ENST00000560089,SEMA4B
ENST00000560106,PCK2
ENST00000560107,LRRC49
ENST00000560115,IL16
ENST00000560119,GALK2
ENST00000560124,ACSBG1
ENST00000560127,RABGGTA
ENST00000560135,ADAM8
ENST00000560144,IGF1R
ENST00000560155,IPO4
ENST00000560156,STARD5
ENST00000560172,MYEF2
ENST00000560191,TCF12
ENST00000560202,USP3
ENST00000560220,KNSTRN
ENST00000560223,PSTPIP1
ENST00000560232,POU2F1
ENST00000560236,LRRC28
ENST00000560240,COPS2
ENST00000560241,IL16
ENST00000560243,RABGGTA
ENST00000560245,MEIS3
ENST00000560246,FAM227B
ENST00000560251,AP3S2
ENST00000560260,SNX1
ENST00000560261,MTHFS
ENST00000560266,SEC11A
ENST00000560276,DHRS4L2
ENST00000560278,CTD-2116N17.1
ENST00000560289,FAM63B
ENST00000560301,DNAJC17
ENST00000560303,ANP32A
ENST00000560309,ETFA
ENST00000560321,KNSTRN
ENST00000560325,FBXL22
ENST00000560353,APH1B
ENST00000560370,PSME2
ENST00000560377,PSTPIP1
ENST00000560396,IDH3A
ENST00000560409,SEC11A
ENST00000560411,CHP1
ENST00000560423,PRC1
ENST00000560425,RASGRP1
ENST00000560435,SPG11
ENST00000560448,PKNOX1
ENST00000560451,MAN2A2
ENST00000560457,DCAF11
ENST00000560472,RCOR1
ENST00000560475,TRIP4
ENST00000560494,SLTM
ENST00000560525,TLE3
ENST00000560536,OTUD7A
ENST00000560540,SHF
ENST00000560549,TMOD3
ENST00000560561,ADNP2
ENST00000560562,TNFAIP2
ENST00000560567,TRIP4
ENST00000560570,MEIS2
ENST00000560600,EMC9
ENST00000560606,RBPMS2
ENST00000560610,WDR61
ENST00000560614,DCAF11
ENST00000560620,CTDSPL2
ENST00000560629,RP11-290H9.2
ENST00000560645,DNAJC17
ENST00000560649,AVEN
ENST00000560653,TMCO5A
ENST00000560658,TRPM1
ENST00000560667,IDH3A
ENST00000560668,ICE2
ENST00000560703,MRPL46
ENST00000560708,MRPS11
ENST00000560717,MTFMT
ENST00000560722,PIGH
ENST00000560730,USP8
ENST00000560783,LINS1
ENST00000560784,CHP1
ENST00000560796,PSTPIP1
ENST00000560801,TRPM1
ENST00000560807,WDR61
ENST00000560809,MYO5C
ENST00000560827,TEX9
ENST00000560836,TCF12
ENST00000560852,IRF9
ENST00000560858,SPG11
ENST00000560890,APH1B
ENST00000560895,ICE2
ENST00000560897,HERC1
ENST00000560898,NUSAP1
ENST00000560899,ETFA
ENST00000560910,TM2D3
ENST00000560911,EMC4
ENST00000560913,PPP1R3E
ENST00000560919,MTHFS
ENST00000560920,TRIP4
ENST00000560928,CD276
ENST00000560947,EMC4
ENST00000560948,TCF12
ENST00000560968,HNF1A
ENST00000560970,TPM1
ENST00000560981,KNSTRN
ENST00000561010,GABPB1
ENST00000561018,DNAJC17
ENST00000561022,ANXA2
ENST00000561034,IPO4
ENST00000561038,GMPR2
ENST00000561057,PLEKHH1
ENST00000561068,RPS17
ENST00000561074,GALK2
ENST00000561078,SPG21
ENST00000561080,SLC12A6
ENST00000561081,LRRC49
ENST00000561089,KIF23
ENST00000561092,ETFA
ENST00000561095,TICRR
ENST00000561096,MEIS3
ENST00000561113,LHX4
ENST00000561116,FAM227B
ENST00000561130,GMPR2
ENST00000561139,B2M
ENST00000561151,MYEF2
ENST00000561152,TCF12
ENST00000561156,TNFAIP2
ENST00000561162,DAPK2
ENST00000561169,KNSTRN
ENST00000561211,USP8
ENST00000561220,DUOX1
ENST00000561245,CEP152
ENST00000561253,LRRC28
ENST00000561293,MEIS3
ENST00000561302,TMEM266
ENST00000561303,PIGH
ENST00000561305,CASC4
ENST00000561312,MESDC2
ENST00000561313,GNB5
ENST00000561330,USP8
ENST00000561339,IQCH
ENST00000561342,IRF9
ENST00000561351,MYEF2
ENST00000561353,FAH
ENST00000561356,TM2D3
ENST00000561359,HERC1
ENST00000561370,PLEKHH1
ENST00000561389,EFL1
ENST00000561393,AP4E1
ENST00000561395,TPM1
ENST00000561407,TMOD2
ENST00000561419,RP11-468E2.2
ENST00000561424,B2M
ENST00000561425,TPM1
ENST00000561437,PPP1R3E
ENST00000561438,TMOD3
ENST00000561441,AP4E1
ENST00000561446,ICE2
ENST00000561448,MAN2A2
ENST00000561453,TLE3
ENST00000561454,TCF12
ENST00000561470,MPI
ENST00000561494,POLR3E
ENST00000561504,ADIRF
ENST00000561505,CLN3
ENST00000561516,HN1L
ENST00000561517,CCDC113
ENST00000561561,HAGHL
ENST00000561573,RP11-697E2.6
ENST00000561574,DDX19A
ENST00000561610,PPP4C
ENST00000561614,CMC2
ENST00000561621,KIAA0895L
ENST00000561627,PLA2G4F
ENST00000561630,CDR2
ENST00000561645,MKRN2OS
ENST00000561658,ATP6V0D1
ENST00000561659,DOK4
ENST00000561660,FANCA
ENST00000561668,PKD1
ENST00000561671,DOC2A
ENST00000561673,CLK3
ENST00000561680,CMTM4
ENST00000561691,TUBGCP4
ENST00000561697,CES2
ENST00000561713,VPS35
ENST00000561714,NFATC3
ENST00000561723,UBE2Q2
ENST00000561728,RP11-403P17.5
ENST00000561751,CDH1
ENST00000561768,ZFYVE19
ENST00000561769,VWA9
ENST00000561770,ARIH1
ENST00000561784,DEF8
ENST00000561801,GCSH
ENST00000561813,C16orf45
ENST00000561814,ZNF267
ENST00000561821,LRRC36
ENST00000561831,TCF4
ENST00000561839,IQCK
ENST00000561841,NTHL1
ENST00000561852,ATP6V0D1
ENST00000561854,COG7
ENST00000561855,MAZ
ENST00000561856,TANGO6
ENST00000561863,DENND4A
ENST00000561877,BBS2
ENST00000561880,DYNLRB2
ENST00000561885,FBXO22
ENST00000561903,EME2
ENST00000561907,TBL3
ENST00000561908,AC010547.9
ENST00000561910,C16orf92
ENST00000561911,SPG7
ENST00000561914,BBS4
ENST00000561922,FHOD1
ENST00000561935,IQCK
ENST00000561965,DUS2
ENST00000561983,RHOT2
ENST00000561992,TCF4
ENST00000562001,PGP
ENST00000562012,BBS2
ENST00000562014,SIRPB1
ENST00000562037,NAGPA
ENST00000562050,PRMT7
ENST00000562058,SULT1A1
ENST00000562071,MAN2C1
ENST00000562083,CCP110
ENST00000562084,BBS4
ENST00000562090,GLG1
ENST00000562114,NRG4
ENST00000562115,ABAT
ENST00000562119,PDXDC1
ENST00000562128,ZNF785
ENST00000562133,NDUFAB1
ENST00000562154,MEGF11
ENST00000562155,KLHDC4
ENST00000562161,ULK3
ENST00000562171,NFATC3
ENST00000562186,C16orf52
ENST00000562190,PIAS1
ENST00000562201,CYP1A1
ENST00000562221,RP3-369A17.6
ENST00000562226,LMF1
ENST00000562235,TMEM208
ENST00000562249,PRSS27
ENST00000562272,PLK1
ENST00000562275,ANKRD11
ENST00000562285,CTD-2574D22.6
ENST00000562286,ADPGK
ENST00000562288,GRAMD2
ENST00000562292,MOK
ENST00000562303,RPAP1
ENST00000562308,RP11-166N6.3
ENST00000562312,NOMO2
ENST00000562318,PMM2
ENST00000562320,PLA2G4F
ENST00000562333,RHOT2
ENST00000562338,CENPT
ENST00000562362,FAM96B
ENST00000562379,METTL9
ENST00000562380,LMF1
ENST00000562381,PRMT7
ENST00000562383,BRD7
ENST00000562410,TMEM231
ENST00000562411,SNAPC5
ENST00000562425,PKD1
ENST00000562441,INO80E
ENST00000562458,ERN2
ENST00000562462,CENPT
ENST00000562463,MVP
ENST00000562465,CDAN1
ENST00000562513,CENPT
ENST00000562519,DDX19B
ENST00000562530,ZNF276
ENST00000562553,CCNDBP1
ENST00000562556,BCAR1
ENST00000562562,ERN2
ENST00000562576,CNEP1R1
ENST00000562581,EARS2
ENST00000562583,ATXN2L
ENST00000562589,E4F1
ENST00000562599,POLR2C
ENST00000562601,CDH13
ENST00000562610,COMMD4
ENST00000562611,GSG1L
ENST00000562619,STARD9
ENST00000562649,DDX19A
ENST00000562652,ITGAL
ENST00000562663,RGL3
ENST00000562701,LAT
ENST00000562713,CMC2
ENST00000562721,KCTD19
ENST00000562746,NAGPA
ENST00000562764,NDRG4
ENST00000562765,SCAMP5
ENST00000562771,RP11-795F19.5
ENST00000562792,TRAPPC2L
ENST00000562808,ZNF821
ENST00000562823,ADPGK
ENST00000562849,BEAN1
ENST00000562851,MLST8
ENST00000562857,ITGAL
ENST00000562875,KARS
ENST00000562879,RPL13
ENST00000562903,KIFC3
ENST00000562912,DDX19B
ENST00000562924,NPTN
ENST00000562926,NFATC3
ENST00000562930,NDRG4
ENST00000562935,RPS15A
ENST00000562937,RP11-347C12.1
ENST00000562944,GGA2
ENST00000562958,CNN2
ENST00000562985,ZNF821
ENST00000562993,RSL24D1
ENST00000563007,ADGRG1
ENST00000563011,FTO
ENST00000563025,TP53TG3D
ENST00000563039,SPN
ENST00000563043,USP7
ENST00000563047,GGA2
ENST00000563048,USP10
ENST00000563064,ATP6V0D1
ENST00000563065,CCNDBP1
ENST00000563069,FAM219B
ENST00000563080,SLC7A6
ENST00000563093,DNAAF1
ENST00000563100,MPHOSPH6
ENST00000563102,TP53TG3
ENST00000563107,MLST8
ENST00000563110,ARHGAP11B
ENST00000563119,FAM219B
ENST00000563123,MVP
ENST00000563136,NUBP2
ENST00000563158,DNAJA2
ENST00000563161,ORAI3
ENST00000563188,DCTN5
ENST00000563200,PPP4C
ENST00000563204,NRG4
ENST00000563228,CTD-2568A17.1
ENST00000563231,MBTPS1
ENST00000563237,SPDYE6
ENST00000563239,UBR1
ENST00000563253,NAE1
ENST00000563301,ULK3
ENST00000563312,RP11-505K9.4
ENST00000563313,BFAR
ENST00000563318,FANCA
ENST00000563363,TSNAXIP1
ENST00000563370,RBMX
ENST00000563375,PLCG2
ENST00000563386,USP10
ENST00000563387,C15orf40
ENST00000563404,RP11-382A20.3
ENST00000563412,TUBGCP4
ENST00000563413,FAM219B
ENST00000563428,TAF1C
ENST00000563459,EARS2
ENST00000563474,NFAT5
ENST00000563479,HAUS2
ENST00000563480,SNAPC5
ENST00000563490,FAM96B
ENST00000563493,SULT1A1
ENST00000563494,GGA2
ENST00000563499,EARS2
ENST00000563510,FANCA
ENST00000563512,NSMCE1
ENST00000563513,FANCA
ENST00000563517,TUBGCP4
ENST00000563541,ZNF276
ENST00000563544,ARMC5
ENST00000563545,CHTF18
ENST00000563551,ADAL
ENST00000563564,TP53TG3B
ENST00000563577,RABEP2
ENST00000563590,CCDC187
ENST00000563597,PPP4C
ENST00000563599,ORC6
ENST00000563600,BBS4
ENST00000563607,PHKG2
ENST00000563615,ITGAL
ENST00000563633,AMDHD2
ENST00000563637,RHOT2
ENST00000563638,SULT1A3
ENST00000563641,PARN
ENST00000563663,SCAMP2
ENST00000563671,FAM219B
ENST00000563673,FANCA
ENST00000563712,TGFB1I1
ENST00000563726,RGL3
ENST00000563732,PPP4C
ENST00000563762,HEXA
ENST00000563764,RP11-58C22.1
ENST00000563765,SNAP23
ENST00000563785,MVD
ENST00000563790,RP11-382A20.3
ENST00000563798,VPS9D1
ENST00000563804,BCO1
ENST00000563827,ZNF821
ENST00000563845,KLHDC4
ENST00000563854,NME3
ENST00000563861,ARL6IP1
ENST00000563877,FAM219B
ENST00000563878,ZNF821
ENST00000563898,UQCRC2
ENST00000563901,SH3GL3
ENST00000563926,IL4R
ENST00000563940,NTAN1
ENST00000563944,SULT1A4
ENST00000563961,USP7
ENST00000563969,PLEKHG4
ENST00000563995,SLX1A
ENST00000563996,PIAS1
ENST00000564006,MON1B
ENST00000564008,TMX3
ENST00000564011,LCMT1
ENST00000564019,FAM219B
ENST00000564026,HIRIP3
ENST00000564039,C16orf13
ENST00000564067,TRAF7
ENST00000564069,PMM2
ENST00000564087,TMEM208
ENST00000564090,DYNC1LI2
ENST00000564091,CLN3
ENST00000564095,UQCRC2
ENST00000564105,CTU2
ENST00000564115,COQ9
ENST00000564123,BBS2
ENST00000564136,KIFC3
ENST00000564148,MPV17L
ENST00000564172,GDE1
ENST00000564182,EME2
ENST00000564191,ATP6V0D1
ENST00000564210,PRDM7
ENST00000564219,RP11-347C12.1
ENST00000564227,NUBP2
ENST00000564228,TCF4
ENST00000564236,CCNF
ENST00000564275,SCNN1B
ENST00000564279,HAUS2
ENST00000564296,CDIPT
ENST00000564297,DRC7
ENST00000564306,VWA9
ENST00000564310,BLOC1S6
ENST00000564311,RNPS1
ENST00000564324,EXOC3L1
ENST00000564365,TRAPPC2L
ENST00000564386,GCSH
ENST00000564387,USB1
ENST00000564396,KLHDC4
ENST00000564403,TCF4
ENST00000564404,TRAPPC2L
ENST00000564415,COG4
ENST00000564426,RAB26
ENST00000564445,HAGH
ENST00000564459,BBS2
ENST00000564468,CLK3
ENST00000564470,ATP2A1
ENST00000564477,GCSH
ENST00000564491,SCAMP5
ENST00000564502,RP11-347C12.1
ENST00000564514,ARMC5
ENST00000564540,UBR1
ENST00000564543,RP11-20I23.1
ENST00000564544,COX4I1
ENST00000564556,ZNF598
ENST00000564558,ZFP90
ENST00000564559,DYNC1LI2
ENST00000564563,PDPR
ENST00000564578,KARS
ENST00000564600,CHD9
ENST00000564610,PARP6
ENST00000564620,NOB1
ENST00000564631,TMX3
ENST00000564641,CHD9
ENST00000564648,COX4I1
ENST00000564652,TCF25
ENST00000564664,GTF3C1
ENST00000564668,EARS2
ENST00000564732,ATP2A1
ENST00000564734,HERC2
ENST00000564737,RP11-343C2.7
ENST00000564750,POLR3E
ENST00000564752,CLN6
ENST00000564757,SCAPER
ENST00000564767,ULK3
ENST00000564769,TDRD12
ENST00000564786,CBLN1
ENST00000564787,MTMR10
ENST00000564788,ATP6V0D1
ENST00000564804,TGFB1I1
ENST00000564808,CTD-2349B8.1
ENST00000564812,SLC9A5
ENST00000564818,SULT1A1
ENST00000564844,MAP1LC3B
ENST00000564846,CLN6
ENST00000564859,WDR59
ENST00000564867,NDRG4
ENST00000564879,TBC1D24
ENST00000564884,PHLPP2
ENST00000564900,ARMC5
ENST00000564905,XPO6
ENST00000564907,ADGRG1
ENST00000564908,MSRB1
ENST00000564915,PIAS1
ENST00000564955,IQCK
ENST00000564974,MT1X
ENST00000564982,TERF2
ENST00000564991,NOMO2
ENST00000564994,VPS39
ENST00000564997,EARS2
ENST00000564999,TCF4
ENST00000565009,AP1G1
ENST00000565011,ULK3
ENST00000565012,TUFM
ENST00000565018,TCF4
ENST00000565019,LRRC36
ENST00000565038,PALB2
ENST00000565042,ATP2A1
ENST00000565043,MGAT5B
ENST00000565062,GAS8
ENST00000565065,NARFL
ENST00000565087,SIRPB1
ENST00000565096,CNN2
ENST00000565112,C16orf87
ENST00000565116,RP11-529K1.3
ENST00000565125,MRPL21
ENST00000565128,C16orf58
ENST00000565131,FBXO22
ENST00000565134,NUBP2
ENST00000565140,CLN3
ENST00000565160,BBS4
ENST00000565169,RP11-166N6.3
ENST00000565171,TXNL4B
ENST00000565183,SYT17
ENST00000565186,PDPR
ENST00000565187,NTAN1
ENST00000565205,TRAPPC2L
ENST00000565211,DUX4
ENST00000565221,PMM2
ENST00000565230,SIRPB1
ENST00000565248,THUMPD1
ENST00000565258,JMJD8
ENST00000565274,CAPN3
ENST00000565276,LMF1
ENST00000565280,FAN1
ENST00000565296,CCNDBP1
ENST00000565301,NFAT5
ENST00000565325,NPTN
ENST00000565334,CDH5
ENST00000565355,ALDOA
ENST00000565356,PRMT7
ENST00000565362,PDXDC1
ENST00000565364,GALNS
ENST00000565367,PIGB
ENST00000565373,ULK3
ENST00000565393,TCF4
ENST00000565417,RP11-345J4.5
ENST00000565425,NARFL
ENST00000565430,NDRG4
ENST00000565443,PARP6
ENST00000565455,USP7
ENST00000565457,CNEP1R1
ENST00000565464,UQCRC2
ENST00000565465,SNAPC5
ENST00000565470,CDK10
ENST00000565483,STX4
ENST00000565502,PIGB
ENST00000565503,RPUSD1
ENST00000565504,TRAPPC2L
ENST00000565507,SCAPER
ENST00000565511,RAB40C
ENST00000565539,ADGRG1
ENST00000565541,ZNF19
ENST00000565551,POLR3E
ENST00000565553,PLA2G4F
ENST00000565558,TSNAXIP1
ENST00000565568,CES1
ENST00000565582,FANCA
ENST00000565583,ZC3H18
ENST00000565592,RAB26
ENST00000565593,FBXO31
ENST00000565601,ZNF821
ENST00000565602,EDC3
ENST00000565603,NUBP2
ENST00000565605,CNOT1
ENST00000565610,MVD
ENST00000565613,CMC2
ENST00000565622,TP53TG3
ENST00000565636,CDH13
ENST00000565655,NOMO1
ENST00000565661,NRG4
ENST00000565672,KIAA0556
ENST00000565682,OGFOD1
ENST00000565687,MLST8
ENST00000565713,CENPT
ENST00000565716,C16orf59
ENST00000565717,MLST8
ENST00000565728,MTMR10
ENST00000565733,RSRP1
ENST00000565774,TM6SF1
ENST00000565784,MAN2C1
ENST00000565785,SLC38A7
ENST00000565788,MAP1LC3B
ENST00000565790,ULK3
ENST00000565809,RPUSD1
ENST00000565813,STUB1
ENST00000565814,ADPGK
ENST00000565835,ATP6V0D1
ENST00000565849,E2F4
ENST00000565852,TANGO6
ENST00000565857,C16orf45
ENST00000565864,ITGAL
ENST00000565866,METTL22
ENST00000565875,LCTL
ENST00000565876,NAGPA
ENST00000565881,ULK3
ENST00000565886,TGFBR3L
ENST00000565890,SPATA33
ENST00000565896,PMM2
ENST00000565903,PRSS27
ENST00000565910,ETFA
ENST00000565918,TMX3
ENST00000565925,CMC2
ENST00000565966,HERPUD1
ENST00000565971,ATXN2L
ENST00000565987,NUBP2
ENST00000565999,PARP6
ENST00000566007,ATXN2L
ENST00000566011,LOXL1
ENST00000566024,CYLD
ENST00000566035,SNAP23
ENST00000566049,COQ7
ENST00000566050,MTHFSD
ENST00000566053,DCTN5
ENST00000566055,SIRPB1
ENST00000566057,CLN3
ENST00000566061,NDRG4
ENST00000566067,CENPT
ENST00000566087,NSMCE1
ENST00000566090,NUBP2
ENST00000566115,COX4I1
ENST00000566132,FAM219B
ENST00000566165,CRISPLD2
ENST00000566167,DDX19A
ENST00000566175,XPO6
ENST00000566179,AP1G1
ENST00000566194,FAM219B
ENST00000566204,SPATA33
ENST00000566214,RHOT2
ENST00000566221,SPG7
ENST00000566240,CNOT1
ENST00000566249,KARS
ENST00000566251,TUBGCP4
ENST00000566257,TERF2
ENST00000566266,GAS8
ENST00000566279,TCF4
ENST00000566286,TCF4
ENST00000566289,HYKK
ENST00000566296,TSR3
ENST00000566309,RP11-505K9.4
ENST00000566310,DOC2A
ENST00000566318,IL4R
ENST00000566322,ATP6V0D1
ENST00000566337,SPIRE2
ENST00000566341,PRMT7
ENST00000566395,RSRP1
ENST00000566400,BBS4
ENST00000566401,YPEL3
ENST00000566403,FAM192A
ENST00000566409,FANCA
ENST00000566417,NRG4
ENST00000566434,GDPD3
ENST00000566445,ADAT1
ENST00000566447,NUBP2
ENST00000566453,CES3
ENST00000566482,CNEP1R1
ENST00000566497,MFGE8
ENST00000566510,CDH1
ENST00000566515,CCNDBP1
ENST00000566518,AC004381.6
ENST00000566524,TIPIN
ENST00000566540,PMM2
ENST00000566541,ZNF267
ENST00000566561,KLHDC4
ENST00000566564,MMP2
ENST00000566571,GOLGA6L2
ENST00000566579,SLC7A6
ENST00000566590,ABAT
ENST00000566597,LYPD8
ENST00000566598,SLC38A7
ENST00000566604,PMM2
